formulation,experiment,n,runs,collapses,collapse_rate,E_rel_mean,E_rel_std,L2_mean,L2_std,integral_mean,integral_std
sin_rayleigh,A2_s0,2,5,0,0.0,6.720661790438289e-08,0.0,3.71681460590697e-05,1.965929417559091e-06,0.999997878074646,5.818707877004137e-07
sin_rayleigh,A2_s0,3,5,0,0.0,2.5126241103297468e-08,3.841163706207351e-08,4.027726867269009e-05,1.8470231207452715e-06,0.999997615814209,3.244486188952332e-06
sin_rayleigh,A2_s0,4,5,0,0.0,5.209228779990803e-08,2.069614884950249e-08,0.0001936473236628633,0.00014522123103068128,1.0001584053039552,0.00040134811703215333
sin_rayleigh,A2_s0,5,5,0,0.0,8.97162968392813e-08,3.387200795534157e-08,0.0002592858839175779,8.988600804648252e-05,0.9997818470001221,0.0004481273572865203
sin_rayleigh,A2_s0,6,5,0,0.0,5.9482653742436636e-08,4.704445549353001e-08,0.0002911054561171405,0.00014990335426886569,1.0004871845245362,0.0002455990478014167
sin_rayleigh,A2_s0,7,5,0,0.0,1.1697705853446834e-07,2.8220794576217527e-08,0.0001069499632555486,1.8383891687007472e-05,0.9999817252159119,0.00018199862059938026
sin_rayleigh,A2_s0,8,5,0,0.0,1.336053682430105e-07,2.329637932481557e-07,0.00012002130782928682,4.281203337384996e-05,0.999834680557251,5.0852466911433704e-05
sin_rayleigh,A2_s0,9,5,0,0.0,2.051812279105499e-07,3.770074322269581e-07,0.00012184660201312557,5.1990380919881726e-05,1.0000009179115295,0.00022228598566215375
sin_rayleigh,A2_s0,10,5,2,0.4,0.0006498983108674184,0.000653976767021568,0.4001211375157527,0.5468520736400597,0.5991897363902552,0.5469847773906855
sin_rayleigh,A2_s0,11,5,2,0.4,0.0005973883113984857,0.0006789925497977427,0.39997150420872163,0.5474025394847591,0.5998052104725043,0.5475447821761094
sin_rayleigh,A2_s0,12,5,4,0.8,0.0007336388874613912,0.00043591031561259624,0.7996036926146216,0.44688135759227565,0.19995339002611545,0.4471090701507589
sin_rayleigh,A2_s0,13,5,4,0.8,0.0007708402753470667,0.00043062820495159564,0.7997336722453852,0.44699583444278407,0.19995904512813548,0.44712196909711815
sin_rayleigh,A2_s0,14,5,5,1.0,0.0008382902732384375,0.00011348830346167573,0.9997242695831365,1.7785980946629565e-05,9.153356045343841e-10,1.195346914695214e-09
sin_rayleigh,A2_s0,15,5,5,1.0,0.0005375634048888298,0.00020670794339410948,0.999079685086692,0.0013562004744670552,1.9258360354879043e-06,4.294619357715988e-06
sin_rayleigh,A2_s0,16,5,5,1.0,0.0005036506194276648,9.959311314785905e-05,0.9996601964576147,6.734411048762983e-05,1.1730580838642534e-08,1.3837463341591533e-08
sin_rayleigh,A2_s0,17,5,5,1.0,0.0005078802252023752,0.000136387190549417,0.9997210259553849,1.268566798324836e-05,9.679428619735475e-10,7.19749318097241e-10
sin_rayleigh,A2_s0,18,5,5,1.0,0.0005261509680857111,3.876604475851106e-05,0.9996761320908668,7.167548687102214e-05,9.746782470010373e-09,1.7039480753122674e-08
sin_rayleigh,A2_s0,19,5,5,1.0,0.00041252144237335675,0.00010291237795829227,0.9996993067682535,4.30849524371881e-05,4.330498182270048e-09,6.885098693425189e-09
sin_rayleigh,A2_s0,20,5,5,1.0,0.00038608598156262256,3.27464545691416e-05,0.9996952336939803,4.384047514644323e-05,4.74233585734396e-09,7.226524454835265e-09
sin_rayleigh,A2_s0p01,1,5,0,0.0,1.5057145980184743e-06,1.227537076882727e-06,2.97669835881224e-05,1.7277908848602195e-06,0.9999994039535522,5.763494850937639e-07
sin_rayleigh,A2_s0p01,2,5,0,0.0,1.680451804569984e-07,9.757014205619457e-08,3.860301945237249e-05,2.4251213699808347e-06,1.0000017166137696,8.800762549607497e-06
sin_rayleigh,A2_s0p01,3,5,0,0.0,2.420844954307163e-07,4.853639116106813e-07,4.077683702802789e-05,1.2797682046952407e-06,1.0000003099441528,5.5463395073298296e-06
sin_rayleigh,A2_s0p01,4,5,0,0.0,2.45347108895064e-07,1.1228553805232445e-07,0.0001152263590556602,9.580830457474002e-05,1.0001344680786133,0.00021506913627212455
sin_rayleigh,A2_s0p01,5,5,1,0.2,0.0012320337973258783,0.0027475530942116452,0.2346984077161271,0.4341478193489519,0.7369171261834984,0.4340328130846589
sin_rayleigh,A2_s0p01,6,5,0,0.0,1.3901525751330145e-07,8.244282166181569e-08,0.00019342172382676186,7.385220956026542e-05,0.9999447584152221,0.000376127589713662
sin_rayleigh,A2_s0p01,7,5,0,0.0,1.548392275653562e-07,8.227704780411781e-08,0.00016890547368846124,7.72565455273063e-05,1.000061845779419,0.0003201781144959222
sin_rayleigh,A2_s0p01,8,5,0,0.0,1.604880154047643e-07,2.724440507070113e-07,0.00011320028773486119,1.079862249091078e-05,0.9998881697654725,0.00014878923034735615
sin_rayleigh,A2_s0p01,9,5,0,0.0,5.3762391191199865e-08,3.489365980924179e-08,0.00012839709798878187,6.134576122335398e-05,1.0000590085983276,0.00023608771538266134
sin_rayleigh,A2_s0p01,10,5,0,0.0,9.669359021029171e-05,0.00021601634230922922,0.0006462209581862731,0.0011163288245949858,0.9988646745681763,0.002131567838451977
sin_rayleigh,A2_s0p01,11,5,3,0.6,0.0007042872955446359,0.0006482246211167318,0.5996844547686935,0.5472437659827833,0.39987398811688096,0.5475497281339285
sin_rayleigh,A2_s0p01,12,5,3,0.6,0.0005843946309569711,0.0005134288813298518,0.5997942011733461,0.5473990002188592,0.40003181797662235,0.5477659957052956
sin_rayleigh,A2_s0p01,13,5,4,0.8,0.0005671825029914638,0.00046251236120786493,0.7993684424657074,0.4468418151566635,0.19998885896390312,0.447186670121757
sin_rayleigh,A2_s0p01,14,5,5,1.0,0.0007875928289060785,0.00012089151204973911,0.9996827588007597,4.7007034731238514e-05,1.5117242657680664e-08,2.7977139058084375e-08
sin_rayleigh,A2_s0p01,15,5,5,1.0,0.0005597933781228584,0.0001596483505318152,0.9996944029136456,3.245165005452397e-05,3.933193570837546e-09,4.650632362147119e-09
sin_rayleigh,A2_s0p01,16,5,5,1.0,0.00044196368053409064,9.912506321349491e-05,0.9996412695240557,9.129079979119992e-05,1.849336411568689e-08,2.055240303397212e-08
sin_rayleigh,A2_s0p01,17,5,5,1.0,0.00036923533807825163,9.700597359907896e-05,0.999724655820341,1.8543545108977876e-05,9.170631629085158e-10,1.1121564535776324e-09
sin_rayleigh,A2_s0p01,18,5,5,1.0,0.0002519257171584674,0.00017927772894796968,0.9997015151707908,8.558457301802744e-05,8.33109465303572e-09,1.7928765479008688e-08
